,user_id,user_name,usersurname,email,password,year_bird,gender,mother_tongue,years_in,studies,working,support_type,expert,area,preference,date
785,786,POdtDOQ,FkDuGVBm,gQZhRGDpAy@gmail.com,VBlYwkWCZ,1967,Femenino,Arabe,Más de 2 años,FP (Formacion Profesional),No especificar,Orientacion laboral,Si,Valle del Jarama,"Deportes, Pintura, Baile",2022-05-17
786,787,eUIHGZY,rNpiLskm,kGSOamPnon@gmail.com,hzuRhAOHw,1989,Masculino,Chino,Más de 2 años,Con graduado escolar,No,Emocional,Si,Sierra de la Cabrera,"Cocina, Fotografia, Musica",2022-11-13
787,788,YuFqdgi,TiiEYRmb,AgXFJkpgxn@gmail.com,tVfzCLLHo,1976,No especificar,Italiano,Más de 2 años,Doctorado,No,Orientacion laboral,Si,Valle Bajo del Lozoya,"Cocina, Lectura, Juegos",2021-10-16
788,789,glXrIqC,ioVvznul,PxRvoxRjwp@gmail.com,nglohfPTU,1967,Masculino,"Arabe, Portugues",Más de 2 años,Master,No,Orientacion sobre temas  legales,No,Valle Medio del Lozoya,"Viajar, Juegos, Musica",2021-12-19
789,790,uxFOIvt,NWuxOpZP,qIrTQMgYRh@gmail.com,IdsQpUFSN,1976,Masculino,"Italiano, Portugues",Más de 2 años,FP (Formacion Profesional),No,Orientacion sobre temas  legales,Si,Valle del Jarama,"Deportes, Baile, Juegos",2023-01-08
790,791,ZwixAup,sILjBSIK,HwlDIqZoXY@gmail.com,HETnIfBsy,2001,Masculino,"Español, Arabe",De 1 año a 2 años,Grado universitario,Si,Orientación sobre trámites,No,Valle del Jarama,"Lectura, Juegos, Fotografia",2022-12-26
791,792,InqHqhr,JimKEcis,OAbJodPviY@gmail.com,KSHLrAMmo,1998,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre temas  legales,No,Valle del Jarama,"Baile, Fotografia, Cine",2022-02-19
792,793,VGEYxwD,gVGnFxzs,IKEPFhJJiL@gmail.com,RxtFKyhNi,1979,Femenino,Aleman,Más de 2 años,Sin graduado escolar,Si,Emocional,Si,Valle Medio del Lozoya,"Deportes, Juegos, Cocina",2021-11-02
793,794,SGJzxox,XKcQNPnm,ZtEGDkvyEa@gmail.com,cHVwwmLCL,1970,Femenino,"Ucraniano, Chino",Menos de 6 meses,FP (Formacion Profesional),No especificar,Emocional,Si,Valle Alto del Lozoya,"Cocina, Musica, Juegos",2021-04-28
794,795,JmvynEv,iRMCUXix,XYcTgBodhF@gmail.com,XxulrORDY,1986,Masculino,"Español, Ucraniano",De 1 año a 2 años,Grado universitario,Si,Orientación sobre trámites,Si,Sierra del Rincon,"Juegos, Lectura, Cocina",2021-10-30
795,796,joyQAfs,xmXpUPBK,NLOAfrJoeQ@gmail.com,wtRACJTtm,1979,Masculino,Italiano,De 6 meses a 1 año,Doctorado,No,Orientacion sobre temas  legales,Si,Valle Medio del Lozoya,"Juegos, Naturaleza, Deportes",2021-02-08
796,797,Lhaluct,GeUtGivT,LLwDEwpISR@gmail.com,tnbjANTiC,1990,No especificar,"Portugues, Aleman",De 6 meses a 1 año,Master,No,Orientacion laboral,Si,Valle del Jarama,"Deportes, Fotografia, Musica",2021-04-24
797,798,ilpkUxk,YyaYrCjs,IVExDhjqPA@gmail.com,IABvOntAj,1976,No especificar,Arabe,Más de 2 años,Doctorado,No,Emocional,Si,Sierra de la Cabrera,"Naturaleza, Viajar, Musica",2021-10-17
798,799,vdllMar,oFWBpAEF,hyAfnXAUBA@gmail.com,rvBPTOtKk,1994,No especificar,"Español, Aleman",Más de 2 años,Con graduado escolar,Si,Orientacion laboral,No,Sierra de la Cabrera,"Fotografia, Cocina, Baile",2022-02-07
799,800,MRuOSLQ,bpTsVwHr,XIKwnBomWU@gmail.com,bGjcKEzzS,2003,Masculino,Arabe,Más de 2 años,Doctorado,No especificar,Orientacion sobre temas  legales,No,Valle Medio del Lozoya,"Pintura, Naturaleza, Cocina",2021-01-26
800,801,xyLJHMn,XYriKEqP,cbvGhJvDOD@gmail.com,zxegFPbIF,1983,Femenino,Aleman,Menos de 6 meses,Sin graduado escolar,No,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Lectura, Viajar, Baile",2022-08-19
801,802,GVDUlXI,XkmHcHcY,fSPpCvHBFp@gmail.com,dOQLAqxAC,1971,Masculino,"Portugues, Aleman",Más de 2 años,Grado universitario,No,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Musica, Cocina, Juegos",2022-12-10
802,803,MiGuQnQ,MIVinrOo,EEvOMzfNXF@gmail.com,hzhDhkRNv,1987,No especificar,"Aleman, Español",Más de 2 años,Sin graduado escolar,Si,Orientacion sobre temas  legales,Si,Valle Bajo del Lozoya,"Cocina, Deportes, Fotografia",2022-05-01
803,804,WwdYogE,mlvZcODx,rfrQNEtWPc@gmail.com,uLtQcOEhY,1971,Masculino,"Chino, Portugues",Menos de 6 meses,Con graduado escolar,No,Orientación sobre trámites,Si,Valle del Jarama,"Musica, Deportes, Fotografia",2022-04-10
804,805,AnOSwwc,oGgwAueH,ZNKjKcYjtD@gmail.com,lUkVrWanA,1983,Femenino,"Chino, Rumano",Más de 2 años,FP (Formacion Profesional),Si,Orientacion laboral,Si,Sierra del Rincon,"Fotografia, Deportes, Pintura",2022-03-27
805,806,lWRLNBq,xqyJHTpR,njpSYQxbUv@gmail.com,DFTTpWyCl,1968,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre temas  legales,Si,Valle Medio del Lozoya,"Naturaleza, Deportes, Viajar",2021-12-29
806,807,BLKrLen,YcrVjVnd,hNVWDmQqAY@gmail.com,QwHwMWPDy,1975,Femenino,Español,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Cine, Deportes, Pintura",2022-12-21
807,808,cEpUyIr,nDwGYnrN,vvsxdJMVwH@gmail.com,FmqeAHqge,1993,No especificar,"Chino, Arabe",De 6 meses a 1 año,Doctorado,Si,Orientacion sobre temas  legales,Si,Valle Medio del Lozoya,"Deportes, Viajar, Musica",2021-02-19
808,809,bYBtzHb,YzwfaBUB,fvhNaPdxhy@gmail.com,wkUqUEPMg,1997,Femenino,"Arabe, Ingles",Menos de 6 meses,Doctorado,No,Orientacion laboral,Si,Valle Alto del Lozoya,"Baile, Fotografia, Deportes",2022-06-03
809,810,ugCyfVo,TgGiJRMR,uZAevgxBpH@gmail.com,ApnVBebAI,1984,Masculino,Ucraniano,Más de 2 años,FP (Formacion Profesional),Si,Emocional,No,Valle Alto del Lozoya,"Baile, Viajar, Cocina",2021-09-13
810,811,lcSqZQm,gaCymolI,bpEjdICcMj@gmail.com,eSKIxlSQq,2003,Femenino,"Chino, Aleman",De 1 año a 2 años,FP (Formacion Profesional),No,Emocional,No,Valle Bajo del Lozoya,"Musica, Cocina, Juegos",2021-07-03
811,812,cSsVXSR,UoSvdYkX,OOmLpOShOY@gmail.com,hSXfrJgiE,1994,Femenino,Portugues,De 6 meses a 1 año,Grado universitario,No especificar,Emocional,Si,Valle Bajo del Lozoya,"Baile, Deportes, Musica",2021-05-31
812,813,rdjveNB,JnKNXIYM,eOdiBePTKC@gmail.com,ipZmEqMiH,2001,Femenino,Chino,De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientación sobre trámites,Si,Valle Medio del Lozoya,"Viajar, Fotografia, Musica",2021-07-07
813,814,qSPXCZe,ptHHlglE,xzPAgRDEiF@gmail.com,ngRuPqoYC,1988,No especificar,Chino,De 1 año a 2 años,Grado universitario,Si,Emocional,Si,Valle Bajo del Lozoya,"Lectura, Naturaleza, Fotografia",2021-04-06
814,815,gRhelSp,lbruDEtn,aWQYXGVNEX@gmail.com,suJgqxlnh,1996,Masculino,Aleman,De 6 meses a 1 año,Master,No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Fotografia, Viajar, Baile",2022-04-18
815,816,lLDflFS,vCzmGyTY,tJavswGKJp@gmail.com,WSDauGPSr,1988,Masculino,"Ucraniano, Español",Menos de 6 meses,Doctorado,No,Orientacion sobre temas  legales,No,Sierra de la Cabrera,"Deportes, Cocina, Musica",2021-05-07
816,817,VttQBNa,SOnHUWmx,QphdEVQcOk@gmail.com,qzdWlLEMv,1982,No especificar,"Portugues, Rumano",De 1 año a 2 años,Master,No especificar,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Musica, Cocina, Pintura",2021-03-16
817,818,SKLRent,MaScXBGZ,ZDCysUVfdc@gmail.com,ETcBQqNUO,1992,Femenino,Ingles,Menos de 6 meses,Grado universitario,No,Emocional,No,Sierra del Rincon,"Deportes, Viajar, Pintura",2022-05-27
818,819,ypISRct,DEGiojku,TzpQPFiqqb@gmail.com,iOkQnvfwa,1988,Masculino,Arabe,De 1 año a 2 años,Doctorado,No especificar,Orientacion laboral,Si,Valle Medio del Lozoya,"Juegos, Fotografia, Cine",2021-02-20
819,820,hoGNUFu,cDYujInA,KhOTNGvgek@gmail.com,TUoAKOera,1984,Masculino,Arabe,Más de 2 años,FP (Formacion Profesional),No,Emocional,Si,Valle del Jarama,"Baile, Naturaleza, Cine",2021-09-20
820,821,iSfOYqL,diNSOOhg,pZMRRDZnWh@gmail.com,bvMwsRNFA,1967,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre temas  legales,Si,Valle Bajo del Lozoya,"Deportes, Baile, Fotografia",2021-05-06
821,822,qmbCxsc,euWeTZLF,wLtcWijjsw@gmail.com,ADWpqzAvZ,1964,Masculino,Portugues,De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion sobre temas  legales,Si,Valle Bajo del Lozoya,"Deportes, Lectura, Pintura",2021-02-02
822,823,NpJqWBG,FmjZFSqc,yEHgFlKmyo@gmail.com,tOkAKhdsr,1987,No especificar,Rumano,De 1 año a 2 años,Sin graduado escolar,No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Cine, Pintura, Juegos",2022-08-09
823,824,YGXNDkD,mMhDoIIL,Wrepvcmoep@gmail.com,DhuXqQgfZ,1985,Masculino,"Ucraniano, Portugues",De 6 meses a 1 año,Con graduado escolar,No,Orientación sobre trámites,No,Sierra de la Cabrera,"Fotografia, Deportes, Musica",2022-05-21
824,825,iklkbyR,uYZDzDFi,wXnablCTOs@gmail.com,IaEOaDOaT,1978,Masculino,"Ingles, Chino",De 6 meses a 1 año,Doctorado,No,Orientacion laboral,Si,Valle Alto del Lozoya,"Cocina, Fotografia, Deportes",2021-06-08
825,826,QcDLKrQ,unKBbEwl,HKBZjbZWDs@gmail.com,EvTGXnbHI,1969,Femenino,Ucraniano,Menos de 6 meses,Master,Si,Orientación sobre trámites,No,Valle Medio del Lozoya,"Lectura, Juegos, Naturaleza",2022-03-15
826,827,NsnDxEb,rXAJctVi,iaFBQRZCIJ@gmail.com,iwSyyWLsd,1991,Masculino,"Ucraniano, Aleman",Más de 2 años,Grado universitario,Si,Emocional,Si,Valle Medio del Lozoya,"Baile, Deportes, Fotografia",2021-03-27
827,828,tnlLLtn,UARjFynE,pPkBjAtspf@gmail.com,qlbNBfyiG,1983,Masculino,"Aleman, Italiano",De 1 año a 2 años,Master,No,Emocional,Si,Sierra de la Cabrera,"Deportes, Lectura, Viajar",2022-01-16
828,829,gQcBtKF,PzSBDqUc,aVKpnWKFfp@gmail.com,GFoWVXTHr,1965,Masculino,"Ucraniano, Español",Más de 2 años,Grado universitario,No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Lectura, Baile, Juegos",2022-04-13
829,830,mPOBzpI,DdCLpSoU,WOdnAvRDZv@gmail.com,SMRShWkiQ,1983,Masculino,"Italiano, Chino",Más de 2 años,Doctorado,No,Orientacion laboral,Si,Sierra de la Cabrera,"Pintura, Juegos, Lectura",2021-06-08
830,831,WKCGssI,dgdYqwWy,bfDMlmWgup@gmail.com,uWVoBiEsP,2003,No especificar,Ucraniano,De 1 año a 2 años,Master,No,Orientacion sobre temas  legales,Si,Sierra de la Cabrera,"Juegos, Viajar, Lectura",2021-10-01
831,832,ORmpUkL,YWjcAJYi,VQfKCAnAgW@gmail.com,OUMOfFEpM,1977,Femenino,"Portugues, Italiano",De 1 año a 2 años,FP (Formacion Profesional),Si,Orientacion sobre temas  legales,No,Valle Alto del Lozoya,"Pintura, Musica, Naturaleza",2022-08-15
832,833,oeuTBPn,yQFrCgSQ,vKZcpirtao@gmail.com,AMnLxjHbD,1999,Femenino,Arabe,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion laboral,Si,Valle del Jarama,"Cine, Lectura, Musica",2022-04-17
833,834,VLfIWIM,HBnxKCCN,FJYLZikOaC@gmail.com,lryZRbfwy,1990,Masculino,Portugues,De 1 año a 2 años,Con graduado escolar,No especificar,Orientación sobre trámites,No,Valle del Jarama,"Musica, Lectura, Deportes",2021-02-12
834,835,PpeoMrR,XcMGYHxZ,SdUWdBVIag@gmail.com,GLMwAVquY,1984,No especificar,Ucraniano,De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientacion sobre temas  legales,Si,Valle del Jarama,"Fotografia, Musica, Juegos",2022-10-02
835,836,LDnVKck,ZiAAZiDy,HeSeiWSFUk@gmail.com,BnqSNajxY,2002,No especificar,Español,De 6 meses a 1 año,FP (Formacion Profesional),Si,Orientacion laboral,Si,Valle del Jarama,"Deportes, Viajar, Pintura",2022-02-15
836,837,poVlpST,BZgowBee,EDSrFEgyvO@gmail.com,UBcenrxGX,1992,Femenino,"Aleman, Español",De 6 meses a 1 año,Master,Si,Orientacion laboral,No,Valle del Jarama,"Baile, Deportes, Viajar",2021-01-05
837,838,oRXdisL,QIKyFgfP,KUAhGRxLJg@gmail.com,gtnOYfKUt,1989,Femenino,Aleman,Más de 2 años,Con graduado escolar,No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Fotografia, Viajar, Deportes",2021-08-27
838,839,HFQywtO,ASYxVJaN,QgPXWnLKgg@gmail.com,CyWFjCGao,1966,No especificar,"Arabe, Español",Menos de 6 meses,FP (Formacion Profesional),Si,Emocional,No,Valle Medio del Lozoya,"Lectura, Baile, Pintura",2021-11-18
839,840,ztRdOpR,iqBRSilM,bzKgbVVeWi@gmail.com,FMdnfQCRm,1999,No especificar,Frances,Menos de 6 meses,Master,Si,Emocional,Si,Valle Medio del Lozoya,"Pintura, Baile, Cine",2022-12-23
840,841,xhGiNla,rQaLqHpW,zZLfjYrwFR@gmail.com,BjfSwxHWl,1982,Femenino,Ingles,De 1 año a 2 años,Sin graduado escolar,Si,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Fotografia, Juegos, Lectura",2022-09-25
841,842,bUoTWGm,LwOPFCHj,iTVKKzEeEl@gmail.com,syvbIkERb,1991,No especificar,"Ucraniano, Arabe",De 1 año a 2 años,Doctorado,Si,Orientacion laboral,Si,Sierra del Rincon,"Baile, Juegos, Lectura",2021-07-03
842,843,xJIHgKs,XjGrQlAH,NdmGJTzjym@gmail.com,ddgXcUghJ,1971,Femenino,"Rumano, Español",Más de 2 años,Con graduado escolar,No especificar,Orientación sobre trámites,No,Valle Medio del Lozoya,"Musica, Cine, Pintura",2021-02-16
843,844,aiFwUcY,WfQnggfK,QpVlrOrTaf@gmail.com,yGRRsUNZJ,1981,Masculino,"Arabe, Chino",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Deportes, Cine, Lectura",2022-02-22
844,845,ZCrcaFU,XkYNWznw,JYjZTwgkGr@gmail.com,kehUesQJE,1978,No especificar,Ucraniano,Menos de 6 meses,Doctorado,No especificar,Orientacion sobre temas  legales,Si,Valle Bajo del Lozoya,"Pintura, Viajar, Cocina",2022-07-09
845,846,amKoCWz,pQXwjHxQ,IqGTZIPdIc@gmail.com,MYDVcslzW,1964,Masculino,Español,Menos de 6 meses,Grado universitario,No especificar,Emocional,Si,Valle Bajo del Lozoya,"Cine, Pintura, Lectura",2022-02-23
846,847,ufZHahj,gxgsVtCl,JiAZsflZAc@gmail.com,BDdWSIssE,1972,No especificar,Español,De 6 meses a 1 año,Master,No especificar,Emocional,Si,Sierra de la Cabrera,"Cocina, Juegos, Cine",2021-04-13
847,848,gzhMNsG,tUmzqJbD,ftTdKOpuRc@gmail.com,HbVzhRgkm,1983,No especificar,"Chino, Portugues",Menos de 6 meses,FP (Formacion Profesional),Si,Emocional,No,Valle Bajo del Lozoya,"Cocina, Pintura, Cine",2022-07-18
848,849,ZQbOwyf,wFEcuGjt,JLvkTNbtLJ@gmail.com,ThLJiUPuS,1977,Masculino,"Portugues, Chino",De 6 meses a 1 año,Grado universitario,Si,Emocional,No,Valle Medio del Lozoya,"Cine, Juegos, Musica",2022-02-25
849,850,cyUmoWL,GuphFyAq,IYyHLBtEyW@gmail.com,KorxOflzg,1982,No especificar,"Rumano, Ingles",Más de 2 años,Con graduado escolar,Si,Emocional,Si,Valle Bajo del Lozoya,"Naturaleza, Pintura, Musica",2022-02-25
850,851,hLOZpnX,IQLfxnSh,VOLJeVnpsa@gmail.com,OjObRwWpe,1998,Masculino,Italiano,De 1 año a 2 años,Grado universitario,No,Emocional,No,Sierra del Rincon,"Baile, Naturaleza, Lectura",2022-08-05
851,852,zhhHWLY,diIDiqPm,xLoaqRFnqd@gmail.com,dUzUsJQQg,1987,No especificar,"Portugues, Ucraniano",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion laboral,No,Sierra de la Cabrera,"Cine, Cocina, Fotografia",2022-12-13
852,853,ewwjSGv,QcpajAVb,JphBuwPKfB@gmail.com,fPouDFKvg,1966,No especificar,Chino,Más de 2 años,Doctorado,No,Orientacion sobre temas  legales,Si,Valle Bajo del Lozoya,"Juegos, Cocina, Viajar",2021-01-19
853,854,TNcacqG,xbNisPJk,MMTAXMNTkV@gmail.com,BmoIfykUh,1997,No especificar,"Español, Chino",De 6 meses a 1 año,Doctorado,No,Orientación sobre trámites,Si,Sierra del Rincon,"Cine, Juegos, Deportes",2022-07-15
854,855,YhLJYyg,Wqzfkbef,GZCERXlyYe@gmail.com,CTexUCedG,1994,Masculino,Arabe,Más de 2 años,Doctorado,No,Orientación sobre trámites,No,Sierra de la Cabrera,"Fotografia, Baile, Deportes",2022-08-12
855,856,OkTPBhS,PZZnDbYT,lYRpBNjZsX@gmail.com,SXtcFQdsk,1992,No especificar,Chino,Menos de 6 meses,Master,Si,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Deportes, Fotografia, Lectura",2023-01-07
856,857,GHIIZLe,LMldkWvI,fKtttZXPEC@gmail.com,ykhxhObfV,1970,Femenino,Portugues,De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion sobre temas  legales,No,Valle del Jarama,"Lectura, Baile, Cine",2022-06-17
857,858,SqYQIQs,qNSADVHK,NHQnhoCYXo@gmail.com,dpstbadNz,1993,No especificar,"Aleman, Rumano",De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion sobre temas  legales,Si,Sierra del Rincon,"Deportes, Naturaleza, Pintura",2022-09-14
858,859,TVCckmq,AlYybJag,DAkgBcRwxT@gmail.com,qEqZPPANv,1976,Masculino,Rumano,Más de 2 años,Sin graduado escolar,Si,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Pintura, Cine, Naturaleza",2021-10-20
859,860,uhzBhTT,zjiEUlxG,cVyKsmpqlJ@gmail.com,DGXNTDkdb,1976,Femenino,Ingles,De 6 meses a 1 año,Grado universitario,No,Emocional,Si,Sierra de la Cabrera,"Musica, Cocina, Cine",2021-05-14
860,861,WChJmFP,WtRsxgLP,UIbTKqRKqp@gmail.com,nryXUENfM,1978,Femenino,Aleman,Menos de 6 meses,Master,No especificar,Orientacion laboral,No,Sierra de la Cabrera,"Cine, Musica, Baile",2022-02-18
861,862,LilPouX,nrzKWDyX,HrrRvtDcTD@gmail.com,qqjdwXQzM,1971,Masculino,Italiano,Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Fotografia, Baile, Cocina",2021-06-24
862,863,rWpcJBn,KYMhwqaz,LuZlzeEfvR@gmail.com,WvxbjrZKj,1987,Femenino,Español,De 6 meses a 1 año,Master,No,Orientacion sobre temas  legales,No,Valle del Jarama,"Cine, Fotografia, Lectura",2022-02-24
863,864,corZPZR,BPdvJwiB,ynDcLsqVcS@gmail.com,xOlBPyfMN,1976,No especificar,"Aleman, Arabe",De 6 meses a 1 año,Master,No,Orientacion sobre temas  legales,Si,Sierra del Rincon,"Viajar, Cocina, Naturaleza",2022-05-09
864,865,wPbqnwQ,MnyqXDRV,jQAjdMwDaM@gmail.com,QfnRGKWmq,1996,No especificar,Ingles,De 1 año a 2 años,Doctorado,No,Orientacion sobre temas  legales,No,Valle del Jarama,"Cine, Naturaleza, Musica",2022-09-19
865,866,MqDEvNc,tLyVssPd,pnBeyCqGpu@gmail.com,kSZoIHwhm,1964,No especificar,Ingles,Más de 2 años,FP (Formacion Profesional),Si,Orientacion sobre temas  legales,Si,Sierra del Rincon,"Viajar, Juegos, Deportes",2022-10-06
866,867,cLiVcXn,iCfVQMXg,DMdRzpAshz@gmail.com,ZSpBFcRqR,1988,Masculino,Arabe,Menos de 6 meses,Grado universitario,Si,Emocional,Si,Valle Bajo del Lozoya,"Baile, Lectura, Cine",2022-05-05
867,868,GjGJOBG,ntxWKdWl,SEPSxgawNX@gmail.com,heWRPrbjw,1967,No especificar,Aleman,De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion laboral,Si,Valle del Jarama,"Juegos, Cocina, Musica",2022-07-20
868,869,iJLRRIN,tordswHI,FwvrpzVFzN@gmail.com,lCUCbZdFq,2001,No especificar,"Italiano, Portugues",Más de 2 años,Master,Si,Emocional,No,Valle Bajo del Lozoya,"Baile, Cocina, Deportes",2021-11-25
869,870,MEGmMoq,rCdohkWF,qSZrhrYpfC@gmail.com,AvNoeNMRv,1985,Masculino,"Ucraniano, Frances",De 6 meses a 1 año,Doctorado,Si,Orientacion laboral,No,Valle Alto del Lozoya,"Baile, Juegos, Pintura",2022-03-01
870,871,VXycTyU,ebCsgpib,RukUyuTqSF@gmail.com,uwwbOYrDY,1985,Femenino,Arabe,De 6 meses a 1 año,Sin graduado escolar,No,Orientación sobre trámites,No,Sierra del Rincon,"Pintura, Deportes, Viajar",2021-11-23
871,872,qEyONQX,mqUvHEKd,cMFsbIIRIA@gmail.com,VJWZpaTsf,1964,Femenino,"Ingles, Rumano",De 1 año a 2 años,Doctorado,No,Orientacion sobre temas  legales,No,Sierra del Rincon,"Baile, Juegos, Musica",2022-01-14
872,873,zLkxCvH,qmSOyHAU,WnIkIsAMlL@gmail.com,BzgyrjZvG,1994,Masculino,Rumano,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion laboral,No,Valle del Jarama,"Cine, Musica, Viajar",2022-06-18
873,874,gyXEMEB,eitOPNdh,ZlTSBbbkXN@gmail.com,voJAImaCZ,1996,Masculino,"Italiano, Rumano",Más de 2 años,Sin graduado escolar,Si,Orientación sobre trámites,Si,Sierra del Rincon,"Deportes, Viajar, Musica",2022-03-08
874,875,bAfZmbv,SQezQhlD,ZBVVPiuaPd@gmail.com,UUAMDXGnp,1971,Femenino,"Español, Rumano",De 1 año a 2 años,Sin graduado escolar,No,Emocional,No,Valle del Jarama,"Fotografia, Pintura, Lectura",2021-08-19
875,876,ozEwwhm,qfOxbWvv,yCtrdKINjF@gmail.com,LNOrmmMKC,1979,No especificar,"Ucraniano, Italiano",Menos de 6 meses,Grado universitario,Si,Orientacion sobre temas  legales,Si,Sierra de la Cabrera,"Juegos, Naturaleza, Pintura",2022-07-31
876,877,tzqNjyW,gFvVkCRz,QhKQiTmhgQ@gmail.com,PcFqEOEjl,1978,Masculino,Rumano,De 1 año a 2 años,Sin graduado escolar,No,Orientación sobre trámites,Si,Sierra de la Cabrera,"Cocina, Viajar, Baile",2021-07-14
877,878,kiMYGYp,UDArCdnq,AbsElRnBix@gmail.com,xSAmhHncG,1996,Masculino,Aleman,Más de 2 años,FP (Formacion Profesional),No especificar,Orientacion sobre temas  legales,Si,Sierra de la Cabrera,"Pintura, Juegos, Deportes",2022-05-09
878,879,ZRHpwJn,PrELZMlX,bsFaIluTBp@gmail.com,DeAdbmSew,2001,No especificar,Aleman,De 6 meses a 1 año,Grado universitario,Si,Orientacion sobre temas  legales,Si,Valle Medio del Lozoya,"Musica, Juegos, Cine",2022-11-26
879,880,HNHYYGR,PWdlbzNq,bzMawsPXFx@gmail.com,FUTfnTnQZ,2002,Masculino,Aleman,Más de 2 años,Grado universitario,No especificar,Orientación sobre trámites,No,Valle del Jarama,"Cine, Cocina, Pintura",2021-06-03
880,881,JWUlBID,upnwrlBz,DqQqEvhmVu@gmail.com,vsNMqKDRM,1982,Masculino,Rumano,De 1 año a 2 años,FP (Formacion Profesional),Si,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Cine, Viajar, Naturaleza",2022-12-10
881,882,YzOjiQR,WBvDaSEQ,jITPPpJlYN@gmail.com,shDGYMsQc,1973,Masculino,"Portugues, Arabe",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Naturaleza, Musica, Juegos",2021-11-15
882,883,UzFvbDz,PMXJJDGV,OxCCjpSGHH@gmail.com,eIyFPEcuq,2000,Femenino,"Ingles, Rumano",Más de 2 años,Sin graduado escolar,No,Orientacion laboral,No,Sierra del Rincon,"Naturaleza, Lectura, Cine",2022-05-17
883,884,ocADBnR,DByBXxHG,SVjmNNXuCv@gmail.com,TKmJmGEvx,1970,Masculino,"Ingles, Aleman",Más de 2 años,Master,No especificar,Emocional,No,Valle Bajo del Lozoya,"Cine, Viajar, Fotografia",2021-08-07
884,885,vGKPbxh,aSnxIIdb,vOrqTCPfyc@gmail.com,TXqsXbpeD,2002,Masculino,"Arabe, Frances",De 6 meses a 1 año,Con graduado escolar,No,Emocional,Si,Valle del Jarama,"Naturaleza, Baile, Cine",2022-11-01
885,886,qybLDBj,qWTvgqqK,wlBUIpCQgF@gmail.com,rgOgYBTZJ,2001,Masculino,Italiano,De 6 meses a 1 año,Con graduado escolar,No especificar,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Pintura, Viajar, Cocina",2022-03-31
886,887,KSRqVet,qRHIoDZS,BmNCxgntOq@gmail.com,qEuoQsUtb,1994,No especificar,"Ucraniano, Español",De 1 año a 2 años,Con graduado escolar,No,Emocional,Si,Valle Medio del Lozoya,"Cocina, Cine, Viajar",2022-03-26
887,888,ZcvBZeZ,OrNZdPMR,uohSlqCWjj@gmail.com,PhgKUsCHM,1982,Femenino,Ingles,Más de 2 años,Grado universitario,No especificar,Orientacion laboral,Si,Valle del Jarama,"Pintura, Deportes, Lectura",2022-12-23
888,889,JWHwOHx,LdPPpKFq,PjNOhpthzy@gmail.com,OHJxtRAnF,2000,No especificar,Frances,De 1 año a 2 años,Master,Si,Emocional,No,Valle Bajo del Lozoya,"Deportes, Musica, Lectura",2021-11-22
889,890,NCOFuSe,iJPZFgap,KzktyRgZgB@gmail.com,AiKbPIrLa,1986,Masculino,Arabe,Menos de 6 meses,Doctorado,No,Orientación sobre trámites,Si,Sierra de la Cabrera,"Pintura, Lectura, Deportes",2021-06-02
890,891,CHJhfxF,qQHiIhJs,OrREsLeyue@gmail.com,BuLFXsgIP,1992,No especificar,Arabe,Más de 2 años,Grado universitario,No,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Deportes, Baile, Viajar",2021-06-27
891,892,wHjAehs,HuutisJE,gJIdTSetwf@gmail.com,sQVHUrIgB,1975,No especificar,Chino,De 1 año a 2 años,Con graduado escolar,Si,Emocional,No,Valle del Jarama,"Deportes, Viajar, Lectura",2021-11-12
