user_id,user_name,user_surname,email,password_,year_birth,gender,mother_tongue,years_in,studies,working,support_type,expert,area,about_me,date,country,pic
766,Doyle,Brian,doyle.brian2@hotmail.com,nLRNHvdHs,1972,No especificar,"Ucraniano, Arabe",Menos de 6 meses,Con graduado escolar,No,Emocional,No,Valle Bajo del Lozoya,"Pintura, Cine, Musica",31/07/2022,,766.jpg
767,Priscilla,Fredrick,priscilla.fredrick6@outlook.com,RWeeERdpc,1990,No especificar,"Italiano, Español",Menos de 6 meses,Grado universitario,No especificar,Emocional,No,Valle Medio del Lozoya,"Pintura, Lectura, Fotografia",31/01/2022,,767.jpg
768,Rueben,Regina,rueben.regina4@mail.com,rwvELbMmz,1968,No especificar,Italiano,Menos de 6 meses,Grado universitario,Si,Orientacion laboral,No,Valle del Jarama,"Cocina, Naturaleza, Cine",18/09/2021,,768.jpg
769,Stephanie,Darlene,stephanie.darlene2@mail.kz,HqUoAGWCl,2001,Femenino,"Italiano, Chino",De 6 meses a 1 año,Con graduado escolar,No,Orientacion sobre tramites,No,Valle del Jarama,"Fotografia, Naturaleza, Lectura",12/09/2022,,769.jpg
770,Jane,Brian,jane.brian8@gmail.com,LlsygViKp,1986,Masculino,Chino,Menos de 6 meses,Master,Si,Emocional,No,Valle del Jarama,"Cocina, Deportes, Fotografia",17/02/2021,,770.jpg
771,Howard,James,howard.james8@gmail.com,REWDupGKP,1971,Masculino,Portugues,De 1 año a 2 años,Sin graduado escolar,No especificar,Emocional,No,Valle Alto del Lozoya,"Lectura, Juegos, Naturaleza",09/12/2021,,771.jpg
772,Paul,Marion,paul.marion9@outlook.com,xKIVVdPPz,1972,Masculino,Italiano,Menos de 6 meses,Con graduado escolar,No especificar,Emocional,Si,Valle del Jarama,"Baile, Cocina, Musica",10/04/2021,,772.jpg
773,Mark,Timothy,mark.timothy9@gmail.com,tojQKyyVa,1984,Masculino,Arabe,De 1 año a 2 años,Sin graduado escolar,No,Orientacion laboral,Si,Sierra de la Cabrera,"Naturaleza, Juegos, Cocina",01/08/2022,,773.jpg
774,Dorothy,Della,dorothy.della5@mail.kz,rTxEfTicD,2003,Femenino,"Aleman, Español",De 1 año a 2 años,Master,No especificar,Orientacion sobre temas legales,No,Valle Medio del Lozoya,"Deportes, Musica, Pintura",15/08/2021,,774.jpg
775,William,Marc,william.marc7@mail.kz,hVtOAZdof,1977,Masculino,Portugues,Más de 2 años,Doctorado,No,Orientacion laboral,Si,Valle Bajo del Lozoya,"Pintura, Juegos, Lectura",13/07/2022,,775.jpg
776,Lisa,Genevieve,lisa.genevieve9@mail.kz,bawifwhHe,2003,Masculino,"Ingles, Chino",De 1 año a 2 años,Grado universitario,No,Orientacion sobre temas legales,Si,Valle Alto del Lozoya,"Viajar, Cocina, Juegos",10/07/2021,,776.jpg
777,Loretta,Virginia,loretta.virginia5@yahoo.com,cuEeuySuy,2002,Masculino,"Arabe, Portugues",Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientacion sobre tramites,No,Valle Medio del Lozoya,"Cine, Fotografia, Baile",24/09/2021,,777.jpg
778,Jane,Wayne,jane.wayne3@hotmail.com,CefQRIicN,1993,No especificar,"Rumano, Portugues",Menos de 6 meses,FP (Formacion Profesional),No especificar,Emocional,No,Valle del Jarama,"Baile, Viajar, Deportes",14/03/2022,,778.jpg
779,Cody,Randolph,cody.randolph5@mail.com,yhdiNprgN,1967,No especificar,"Ucraniano, Frances",Menos de 6 meses,Grado universitario,Si,Orientacion laboral,No,Sierra de la Cabrera,"Baile, Naturaleza, Musica",29/12/2021,,779.jpg
780,Myron,Sharon,myron.sharon5@mail.com,FwkjzgXRu,1976,No especificar,Frances,Menos de 6 meses,Doctorado,No,Orientacion sobre temas legales,No,Valle Bajo del Lozoya,"Baile, Pintura, Naturaleza",15/02/2022,,780.jpg
781,Geneva,Hyon,geneva.hyon2@aol.com,oCookWlwb,2003,Femenino,Frances,Menos de 6 meses,Sin graduado escolar,No especificar,Orientacion sobre temas legales,No,Sierra de la Cabrera,"Cine, Naturaleza, Fotografia",07/10/2021,,781.jpg
782,Jeff,Sara,jeff.sara7@mail.kz,gQGxNwnKg,1966,No especificar,Rumano,De 1 año a 2 años,Grado universitario,No,Orientacion sobre temas legales,No,Valle Bajo del Lozoya,"Viajar, Cine, Naturaleza",22/03/2022,,782.jpg
783,Gay,Aubrey,gay.aubrey8@outlook.com,ZCfKDnFYJ,1986,Femenino,"Chino, Ucraniano",De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientacion sobre temas legales,No,Valle Bajo del Lozoya,"Cine, Lectura, Baile",24/06/2021,,783.jpg
784,David,Jacalyn,david.jacalyn2@mail.kz,QYWugqKvM,1968,Masculino,Ingles,Menos de 6 meses,Master,No especificar,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Naturaleza, Baile, Lectura",23/07/2021,,784.jpg
785,Christen,Thomas,christen.thomas6@outlook.com,wvfRVqatk,1999,Femenino,Italiano,De 6 meses a 1 año,Doctorado,No,Emocional,No,Sierra del Rincon,"Cocina, Baile, Musica",21/03/2022,,785.jpg
786,Pauline,David,pauline.david6@yahoo.com,VBlYwkWCZ,1967,Femenino,Arabe,Más de 2 años,FP (Formacion Profesional),No especificar,Orientacion laboral,Si,Valle del Jarama,"Deportes, Pintura, Baile",17/05/2022,,786.jpg
787,William,Milton,william.milton5@mail.com,hzuRhAOHw,1989,Masculino,Chino,Más de 2 años,Con graduado escolar,No,Emocional,Si,Sierra de la Cabrera,"Cocina, Fotografia, Musica",13/11/2022,,787.jpg
788,Joshua,Lee,joshua.lee3@hotmail.com,tVfzCLLHo,1976,No especificar,Italiano,Más de 2 años,Doctorado,No,Orientacion laboral,Si,Valle Bajo del Lozoya,"Cocina, Lectura, Juegos",16/10/2021,,788.jpg
789,William,Deloris,william.deloris7@hotmail.com,nglohfPTU,1967,Masculino,"Arabe, Portugues",Más de 2 años,Master,No,Orientacion sobre temas legales,No,Valle Medio del Lozoya,"Viajar, Juegos, Musica",19/12/2021,,789.jpg
790,Terrence,Cassandra,terrence.cassandra2@yahoo.com,IdsQpUFSN,1976,Masculino,"Italiano, Portugues",Más de 2 años,FP (Formacion Profesional),No,Orientacion sobre temas legales,Si,Valle del Jarama,"Deportes, Baile, Juegos",08/01/2023,,790.jpg
791,Greg,Gregory,greg.gregory8@mail.kz,HETnIfBsy,2001,Masculino,"Español, Arabe",De 1 año a 2 años,Grado universitario,Si,Orientacion sobre tramites,No,Valle del Jarama,"Lectura, Juegos, Fotografia",26/12/2022,,791.jpg
792,Virgil,Gloria,virgil.gloria4@yahoo.com,KSHLrAMmo,1998,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre temas legales,No,Valle del Jarama,"Baile, Fotografia, Cine",19/02/2022,,792.jpg
793,Anthony,Karen,anthony.karen5@yahoo.com,RxtFKyhNi,1979,Femenino,Aleman,Más de 2 años,Sin graduado escolar,Si,Emocional,Si,Valle Medio del Lozoya,"Deportes, Juegos, Cocina",02/11/2021,,793.jpg
794,Jean,Ahmed,jean.ahmed4@hotmail.com,cHVwwmLCL,1970,Femenino,"Ucraniano, Chino",Menos de 6 meses,FP (Formacion Profesional),No especificar,Emocional,Si,Valle Alto del Lozoya,"Cocina, Musica, Juegos",28/04/2021,,794.jpg
795,Derrick,Lawrence,derrick.lawrence2@hotmail.com,XxulrORDY,1986,Masculino,"Español, Ucraniano",De 1 año a 2 años,Grado universitario,Si,Orientacion sobre tramites,Si,Sierra del Rincon,"Juegos, Lectura, Cocina",30/10/2021,,795.jpg
796,Peggy,Bobby,peggy.bobby6@gmail.com,wtRACJTtm,1979,Masculino,Italiano,De 6 meses a 1 año,Doctorado,No,Orientacion sobre temas legales,Si,Valle Medio del Lozoya,"Juegos, Naturaleza, Deportes",08/02/2021,,796.jpg
797,Mary,Kevin,mary.kevin1@outlook.com,tnbjANTiC,1990,No especificar,"Portugues, Aleman",De 6 meses a 1 año,Master,No,Orientacion laboral,Si,Valle del Jarama,"Deportes, Fotografia, Musica",24/04/2021,,797.jpg
798,Margaret,Joyce,margaret.joyce1@hotmail.com,IABvOntAj,1976,No especificar,Arabe,Más de 2 años,Doctorado,No,Emocional,Si,Sierra de la Cabrera,"Naturaleza, Viajar, Musica",17/10/2021,,798.jpg
799,Roselee,Inez,roselee.inez5@yahoo.com,rvBPTOtKk,1994,No especificar,"Español, Aleman",Más de 2 años,Con graduado escolar,Si,Orientacion laboral,No,Sierra de la Cabrera,"Fotografia, Cocina, Baile",07/02/2022,,799.jpg
800,James,Irene,james.irene2@mail.kz,bGjcKEzzS,2003,Masculino,Arabe,Más de 2 años,Doctorado,No especificar,Orientacion sobre temas legales,No,Valle Medio del Lozoya,"Pintura, Naturaleza, Cocina",26/01/2021,,800.jpg
801,Floyd,Marvin,floyd.marvin3@hotmail.com,zxegFPbIF,1983,Femenino,Aleman,Menos de 6 meses,Sin graduado escolar,No,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Lectura, Viajar, Baile",19/08/2022,,801.jpg
802,Wilton,Loretta,wilton.loretta7@gmail.com,dOQLAqxAC,1971,Masculino,"Portugues, Aleman",Más de 2 años,Grado universitario,No,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Musica, Cocina, Juegos",10/12/2022,,802.jpg
803,Jerry,Deidra,jerry.deidra5@yahoo.com,hzhDhkRNv,1987,No especificar,"Aleman, Español",Más de 2 años,Sin graduado escolar,Si,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Cocina, Deportes, Fotografia",01/05/2022,,803.jpg
804,Danny,Tenesha,danny.tenesha2@aol.com,uLtQcOEhY,1971,Masculino,"Chino, Portugues",Menos de 6 meses,Con graduado escolar,No,Orientacion sobre tramites,Si,Valle del Jarama,"Musica, Deportes, Fotografia",10/04/2022,,804.jpg
805,Elba,Sydney,elba.sydney4@hotmail.com,lUkVrWanA,1983,Femenino,"Chino, Rumano",Más de 2 años,FP (Formacion Profesional),Si,Orientacion laboral,Si,Sierra del Rincon,"Fotografia, Deportes, Pintura",27/03/2022,,805.jpg
806,Gladys,Annie,gladys.annie6@gmail.com,DFTTpWyCl,1968,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre temas legales,Si,Valle Medio del Lozoya,"Naturaleza, Deportes, Viajar",29/12/2021,,806.jpg
807,Eileen,Olivia,eileen.olivia3@outlook.com,QwHwMWPDy,1975,Femenino,Español,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Cine, Deportes, Pintura",21/12/2022,,807.jpg
808,Brandon,Lewis,brandon.lewis5@gmail.com,FmqeAHqge,1993,No especificar,"Chino, Arabe",De 6 meses a 1 año,Doctorado,Si,Orientacion sobre temas legales,Si,Valle Medio del Lozoya,"Deportes, Viajar, Musica",19/02/2021,,808.jpg
809,Edith,Jamie,edith.jamie9@aol.com,wkUqUEPMg,1997,Femenino,"Arabe, Ingles",Menos de 6 meses,Doctorado,No,Orientacion laboral,Si,Valle Alto del Lozoya,"Baile, Fotografia, Deportes",03/06/2022,,809.jpg
810,Reyes,Jamel,reyes.jamel7@yahoo.com,ApnVBebAI,1984,Masculino,Ucraniano,Más de 2 años,FP (Formacion Profesional),Si,Emocional,No,Valle Alto del Lozoya,"Baile, Viajar, Cocina",13/09/2021,,810.jpg
811,Noelia,Josephine,noelia.josephine6@mail.kz,eSKIxlSQq,2003,Femenino,"Chino, Aleman",De 1 año a 2 años,FP (Formacion Profesional),No,Emocional,No,Valle Bajo del Lozoya,"Musica, Cocina, Juegos",03/07/2021,,811.jpg
812,Walter,Joseph,walter.joseph4@yahoo.com,hSXfrJgiE,1994,Femenino,Portugues,De 6 meses a 1 año,Grado universitario,No especificar,Emocional,Si,Valle Bajo del Lozoya,"Baile, Deportes, Musica",31/05/2021,,812.jpg
813,Lesli,Deanna,lesli.deanna5@gmail.com,ipZmEqMiH,2001,Femenino,Chino,De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Viajar, Fotografia, Musica",07/07/2021,,813.jpg
814,Rodney,Louis,rodney.louis4@hotmail.com,ngRuPqoYC,1988,No especificar,Chino,De 1 año a 2 años,Grado universitario,Si,Emocional,Si,Valle Bajo del Lozoya,"Lectura, Naturaleza, Fotografia",06/04/2021,,814.jpg
815,Huey,Brenda,huey.brenda3@gmail.com,suJgqxlnh,1996,Masculino,Aleman,De 6 meses a 1 año,Master,No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Fotografia, Viajar, Baile",18/04/2022,,815.jpg
816,Victor,Belinda,victor.belinda1@yahoo.com,WSDauGPSr,1988,Masculino,"Ucraniano, Español",Menos de 6 meses,Doctorado,No,Orientacion sobre temas legales,No,Sierra de la Cabrera,"Deportes, Cocina, Musica",07/05/2021,,816.jpg
817,Rhonda,Craig,rhonda.craig9@mail.kz,qzdWlLEMv,1982,No especificar,"Portugues, Rumano",De 1 año a 2 años,Master,No especificar,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Musica, Cocina, Pintura",16/03/2021,,817.jpg
818,John,Beverly,john.beverly7@yahoo.com,ETcBQqNUO,1992,Femenino,Ingles,Menos de 6 meses,Grado universitario,No,Emocional,No,Sierra del Rincon,"Deportes, Viajar, Pintura",27/05/2022,,818.jpg
819,Jonathon,Mary,jonathon.mary5@yahoo.com,iOkQnvfwa,1988,Masculino,Arabe,De 1 año a 2 años,Doctorado,No especificar,Orientacion laboral,Si,Valle Medio del Lozoya,"Juegos, Fotografia, Cine",20/02/2021,,819.jpg
820,George,Shirley,george.shirley4@mail.kz,TUoAKOera,1984,Masculino,Arabe,Más de 2 años,FP (Formacion Profesional),No,Emocional,Si,Valle del Jarama,"Baile, Naturaleza, Cine",20/09/2021,,820.jpg
821,Charles,Tony,charles.tony6@yahoo.com,bvMwsRNFA,1967,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Deportes, Baile, Fotografia",06/05/2021,,821.jpg
822,Danielle,Mae,danielle.mae5@mail.com,ADWpqzAvZ,1964,Masculino,Portugues,De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Deportes, Lectura, Pintura",02/02/2021,,822.jpg
823,Quinton,Ruth,quinton.ruth2@gmail.com,tOkAKhdsr,1987,No especificar,Rumano,De 1 año a 2 años,Sin graduado escolar,No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Cine, Pintura, Juegos",09/08/2022,,823.jpg
824,Thomas,Jon,thomas.jon6@hotmail.com,DhuXqQgfZ,1985,Masculino,"Ucraniano, Portugues",De 6 meses a 1 año,Con graduado escolar,No,Orientacion sobre tramites,No,Sierra de la Cabrera,"Fotografia, Deportes, Musica",21/05/2022,,824.jpg
825,Laura,Joan,laura.joan4@aol.com,IaEOaDOaT,1978,Masculino,"Ingles, Chino",De 6 meses a 1 año,Doctorado,No,Orientacion laboral,Si,Valle Alto del Lozoya,"Cocina, Fotografia, Deportes",08/06/2021,,825.jpg
826,Laurie,Raymond,laurie.raymond9@mail.kz,EvTGXnbHI,1969,Femenino,Ucraniano,Menos de 6 meses,Master,Si,Orientacion sobre tramites,No,Valle Medio del Lozoya,"Lectura, Juegos, Naturaleza",15/03/2022,,826.jpg
827,Martha,Billie,martha.billie4@aol.com,iwSyyWLsd,1991,Masculino,"Ucraniano, Aleman",Más de 2 años,Grado universitario,Si,Emocional,Si,Valle Medio del Lozoya,"Baile, Deportes, Fotografia",27/03/2021,,827.jpg
828,Gina,Stasia,gina.stasia3@hotmail.com,qlbNBfyiG,1983,Masculino,"Aleman, Italiano",De 1 año a 2 años,Master,No,Emocional,Si,Sierra de la Cabrera,"Deportes, Lectura, Viajar",16/01/2022,,828.jpg
829,Misty,Jennifer,misty.jennifer4@yahoo.com,GFoWVXTHr,1965,Masculino,"Ucraniano, Español",Más de 2 años,Grado universitario,No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Lectura, Baile, Juegos",13/04/2022,,829.jpg
830,Aaron,Barbara,aaron.barbara3@outlook.com,SMRShWkiQ,1983,Masculino,"Italiano, Chino",Más de 2 años,Doctorado,No,Orientacion laboral,Si,Sierra de la Cabrera,"Pintura, Juegos, Lectura",08/06/2021,,830.jpg
831,Elana,Jackie,elana.jackie4@aol.com,uWVoBiEsP,2003,No especificar,Ucraniano,De 1 año a 2 años,Master,No,Orientacion sobre temas legales,Si,Sierra de la Cabrera,"Juegos, Viajar, Lectura",01/10/2021,,831.jpg
832,Lucy,Brenda,lucy.brenda7@hotmail.com,OUMOfFEpM,1977,Femenino,"Portugues, Italiano",De 1 año a 2 años,FP (Formacion Profesional),Si,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Pintura, Musica, Naturaleza",15/08/2022,,832.jpg
833,Juan,Arthur,juan.arthur9@hotmail.com,AMnLxjHbD,1999,Femenino,Arabe,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion laboral,Si,Valle del Jarama,"Cine, Lectura, Musica",17/04/2022,,833.jpg
834,Carroll,Helen,carroll.helen8@gmail.com,lryZRbfwy,1990,Masculino,Portugues,De 1 año a 2 años,Con graduado escolar,No especificar,Orientacion sobre tramites,No,Valle del Jarama,"Musica, Lectura, Deportes",12/02/2021,,834.jpg
835,Lovella,Amy,lovella.amy6@mail.kz,GLMwAVquY,1984,No especificar,Ucraniano,De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientacion sobre temas legales,Si,Valle del Jarama,"Fotografia, Musica, Juegos",02/10/2022,,835.jpg
836,Maryann,Patrick,maryann.patrick3@hotmail.com,BnqSNajxY,2002,No especificar,Español,De 6 meses a 1 año,FP (Formacion Profesional),Si,Orientacion laboral,Si,Valle del Jarama,"Deportes, Viajar, Pintura",15/02/2022,,836.jpg
837,Todd,Samantha,todd.samantha1@mail.kz,UBcenrxGX,1992,Femenino,"Aleman, Español",De 6 meses a 1 año,Master,Si,Orientacion laboral,No,Valle del Jarama,"Baile, Deportes, Viajar",05/01/2021,,837.jpg
838,Dina,Daisy,dina.daisy3@mail.com,gtnOYfKUt,1989,Femenino,Aleman,Más de 2 años,Con graduado escolar,No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Fotografia, Viajar, Deportes",27/08/2021,,838.jpg
839,Darren,Ralph,darren.ralph2@yahoo.com,CyWFjCGao,1966,No especificar,"Arabe, Español",Menos de 6 meses,FP (Formacion Profesional),Si,Emocional,No,Valle Medio del Lozoya,"Lectura, Baile, Pintura",18/11/2021,,839.jpg
840,Danielle,Amanda,danielle.amanda7@aol.com,FMdnfQCRm,1999,No especificar,Frances,Menos de 6 meses,Master,Si,Emocional,Si,Valle Medio del Lozoya,"Pintura, Baile, Cine",23/12/2022,,840.jpg
841,Andrea,Christina,andrea.christina7@aol.com,BjfSwxHWl,1982,Femenino,Ingles,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Fotografia, Juegos, Lectura",25/09/2022,,841.jpg
842,Margaret,John,margaret.john4@aol.com,syvbIkERb,1991,No especificar,"Ucraniano, Arabe",De 1 año a 2 años,Doctorado,Si,Orientacion laboral,Si,Sierra del Rincon,"Baile, Juegos, Lectura",03/07/2021,,842.jpg
843,Tony,Gloria,tony.gloria6@yahoo.com,ddgXcUghJ,1971,Femenino,"Rumano, Español",Más de 2 años,Con graduado escolar,No especificar,Orientacion sobre tramites,No,Valle Medio del Lozoya,"Musica, Cine, Pintura",16/02/2021,,843.jpg
844,Jenny,Pamela,jenny.pamela4@aol.com,yGRRsUNZJ,1981,Masculino,"Arabe, Chino",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Deportes, Cine, Lectura",22/02/2022,,844.jpg
845,Gail,Felipe,gail.felipe8@outlook.com,kehUesQJE,1978,No especificar,Ucraniano,Menos de 6 meses,Doctorado,No especificar,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Pintura, Viajar, Cocina",09/07/2022,,845.jpg
846,Courtney,Barbara,courtney.barbara7@outlook.com,MYDVcslzW,1964,Masculino,Español,Menos de 6 meses,Grado universitario,No especificar,Emocional,Si,Valle Bajo del Lozoya,"Cine, Pintura, Lectura",23/02/2022,,846.jpg
847,Freeman,Daniel,freeman.daniel5@outlook.com,BDdWSIssE,1972,No especificar,Español,De 6 meses a 1 año,Master,No especificar,Emocional,Si,Sierra de la Cabrera,"Cocina, Juegos, Cine",13/04/2021,,847.jpg
848,Jordan,Kenneth,jordan.kenneth5@hotmail.com,HbVzhRgkm,1983,No especificar,"Chino, Portugues",Menos de 6 meses,FP (Formacion Profesional),Si,Emocional,No,Valle Bajo del Lozoya,"Cocina, Pintura, Cine",18/07/2022,,848.jpg
849,Nancy,Craig,nancy.craig1@gmail.com,ThLJiUPuS,1977,Masculino,"Portugues, Chino",De 6 meses a 1 año,Grado universitario,Si,Emocional,No,Valle Medio del Lozoya,"Cine, Juegos, Musica",25/02/2022,,849.jpg
850,Bruno,Antony,bruno.antony9@aol.com,KorxOflzg,1982,No especificar,"Rumano, Ingles",Más de 2 años,Con graduado escolar,Si,Emocional,Si,Valle Bajo del Lozoya,"Naturaleza, Pintura, Musica",25/02/2022,,850.jpg
851,Ramon,Scott,ramon.scott9@gmail.com,OjObRwWpe,1998,Masculino,Italiano,De 1 año a 2 años,Grado universitario,No,Emocional,No,Sierra del Rincon,"Baile, Naturaleza, Lectura",05/08/2022,,851.jpg
852,Linda,Rachel,linda.rachel8@yahoo.com,dUzUsJQQg,1987,No especificar,"Portugues, Ucraniano",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion laboral,No,Sierra de la Cabrera,"Cine, Cocina, Fotografia",13/12/2022,,852.jpg
853,Toni,Paul,toni.paul9@aol.com,fPouDFKvg,1966,No especificar,Chino,Más de 2 años,Doctorado,No,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Juegos, Cocina, Viajar",19/01/2021,,853.jpg
854,Douglas,John,douglas.john8@hotmail.com,BmoIfykUh,1997,No especificar,"Español, Chino",De 6 meses a 1 año,Doctorado,No,Orientacion sobre tramites,Si,Sierra del Rincon,"Cine, Juegos, Deportes",15/07/2022,,854.jpg
855,Shawanda,Gilbert,shawanda.gilbert2@hotmail.com,CTexUCedG,1994,Masculino,Arabe,Más de 2 años,Doctorado,No,Orientacion sobre tramites,No,Sierra de la Cabrera,"Fotografia, Baile, Deportes",12/08/2022,,855.jpg
856,Amber,Martha,amber.martha3@gmail.com,SXtcFQdsk,1992,No especificar,Chino,Menos de 6 meses,Master,Si,Orientacion sobre tramites,No,Valle Bajo del Lozoya,"Deportes, Fotografia, Lectura",07/01/2023,,856.jpg
857,Valerie,Robert,valerie.robert1@outlook.com,ykhxhObfV,1970,Femenino,Portugues,De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion sobre temas legales,No,Valle del Jarama,"Lectura, Baile, Cine",17/06/2022,,857.jpg
858,Debbie,Timothy,debbie.timothy4@mail.com,dpstbadNz,1993,No especificar,"Aleman, Rumano",De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion sobre temas legales,Si,Sierra del Rincon,"Deportes, Naturaleza, Pintura",14/09/2022,,858.jpg
859,Sebastian,Conrad,sebastian.conrad9@hotmail.com,qEqZPPANv,1976,Masculino,Rumano,Más de 2 años,Sin graduado escolar,Si,Orientacion sobre tramites,No,Valle Bajo del Lozoya,"Pintura, Cine, Naturaleza",20/10/2021,,859.jpg
860,Jeanette,James,jeanette.james6@aol.com,DGXNTDkdb,1976,Femenino,Ingles,De 6 meses a 1 año,Grado universitario,No,Emocional,Si,Sierra de la Cabrera,"Musica, Cocina, Cine",14/05/2021,,860.jpg
861,Eva,Joe,eva.joe2@yahoo.com,nryXUENfM,1978,Femenino,Aleman,Menos de 6 meses,Master,No especificar,Orientacion laboral,No,Sierra de la Cabrera,"Cine, Musica, Baile",18/02/2022,,861.jpg
862,Marsha,Warren,marsha.warren6@outlook.com,qqjdwXQzM,1971,Masculino,Italiano,Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Fotografia, Baile, Cocina",24/06/2021,,862.jpg
863,Robert,Roxanna,robert.roxanna2@outlook.com,WvxbjrZKj,1987,Femenino,Español,De 6 meses a 1 año,Master,No,Orientacion sobre temas legales,No,Valle del Jarama,"Cine, Fotografia, Lectura",24/02/2022,,863.jpg
864,Jonathan,Mark,jonathan.mark4@aol.com,xOlBPyfMN,1976,No especificar,"Aleman, Arabe",De 6 meses a 1 año,Master,No,Orientacion sobre temas legales,Si,Sierra del Rincon,"Viajar, Cocina, Naturaleza",09/05/2022,,864.jpg
865,Marilyn,Victor,marilyn.victor7@yahoo.com,QfnRGKWmq,1996,No especificar,Ingles,De 1 año a 2 años,Doctorado,No,Orientacion sobre temas legales,No,Valle del Jarama,"Cine, Naturaleza, Musica",19/09/2022,,865.jpg
866,Frieda,Daniel,frieda.daniel4@yahoo.com,kSZoIHwhm,1964,No especificar,Ingles,Más de 2 años,FP (Formacion Profesional),Si,Orientacion sobre temas legales,Si,Sierra del Rincon,"Viajar, Juegos, Deportes",06/10/2022,,866.jpg
867,Wai,Rachel,wai.rachel8@hotmail.com,ZSpBFcRqR,1988,Masculino,Arabe,Menos de 6 meses,Grado universitario,Si,Emocional,Si,Valle Bajo del Lozoya,"Baile, Lectura, Cine",05/05/2022,,867.jpg
868,Mason,Gerald,mason.gerald7@mail.kz,heWRPrbjw,1967,No especificar,Aleman,De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion laboral,Si,Valle del Jarama,"Juegos, Cocina, Musica",20/07/2022,,868.jpg
869,Frieda,George,frieda.george7@gmail.com,lCUCbZdFq,2001,No especificar,"Italiano, Portugues",Más de 2 años,Master,Si,Emocional,No,Valle Bajo del Lozoya,"Baile, Cocina, Deportes",25/11/2021,,869.jpg
870,Maricela,Lucas,maricela.lucas7@hotmail.com,AvNoeNMRv,1985,Masculino,"Ucraniano, Frances",De 6 meses a 1 año,Doctorado,Si,Orientacion laboral,No,Valle Alto del Lozoya,"Baile, Juegos, Pintura",01/03/2022,,870.jpg
871,Richard,Joan,richard.joan4@aol.com,uwwbOYrDY,1985,Femenino,Arabe,De 6 meses a 1 año,Sin graduado escolar,No,Orientacion sobre tramites,No,Sierra del Rincon,"Pintura, Deportes, Viajar",23/11/2021,,871.jpg
872,Shirley,Paul,shirley.paul8@mail.kz,VJWZpaTsf,1964,Femenino,"Ingles, Rumano",De 1 año a 2 años,Doctorado,No,Orientacion sobre temas legales,No,Sierra del Rincon,"Baile, Juegos, Musica",14/01/2022,,872.jpg
873,Ricky,John,ricky.john1@gmail.com,BzgyrjZvG,1994,Masculino,Rumano,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion laboral,No,Valle del Jarama,"Cine, Musica, Viajar",18/06/2022,,873.jpg
874,Pauline,Kathy,pauline.kathy6@mail.kz,voJAImaCZ,1996,Masculino,"Italiano, Rumano",Más de 2 años,Sin graduado escolar,Si,Orientacion sobre tramites,Si,Sierra del Rincon,"Deportes, Viajar, Musica",08/03/2022,,874.jpg
875,Sara,Calvin,sara.calvin3@mail.kz,UUAMDXGnp,1971,Femenino,"Español, Rumano",De 1 año a 2 años,Sin graduado escolar,No,Emocional,No,Valle del Jarama,"Fotografia, Pintura, Lectura",19/08/2021,,875.jpg
